District,District Code,Taluka,Taluka Code,Village,Village Code,DTV Code
____,23,____-____,01,____(_____) - 208,208,2301208
____,23,____-____,01,_______ - 254,254,2301254
____,23,____-____,01,________ - 249,249,2301249
____,23,____-____,01,______ - 285,285,2301285
____,23,____-____,01,_____(_______) - 215,215,2301215
____,23,____-____,01,__________ - 190,190,2301190
____,23,____-____,01,_______ - 178,178,2301178
____,23,____-____,01,______(_______) - 180,180,2301180
____,23,____-____,01,_________ - 216,216,2301216
____,23,____-____,01,________ - 168,168,2301168
____,23,____-____,01,____ - 253,253,2301253
____,23,____-____,01,________ - 186,186,2301186
____,23,____-____,01,__________ - 259,259,2301259
____,23,____-____,01,_____ - 118,118,2301118
____,23,____-____,01,______ - 308,308,2301308
____,23,____-____,01,_______ - 225,225,2301225
____,23,____-____,01,_____ - 205,205,2301205
____,23,____-____,01,___ - 212,212,2301212
____,23,____-____,01,_______ - 302,302,2301302
____,23,____-____,01,______ - 280,280,2301280
____,23,____-____,01,________ - 219,219,2301219
____,23,____-____,01,_____ - 100,100,2301100
____,23,____-____,01,______ - 206,206,2301206
____,23,____-____,01,______ - 209,209,2301209
____,23,____-____,01,_________ - 304,304,2301304
____,23,____-____,01,_______ - 188,188,2301188
____,23,____-____,01,___________ - 164,164,2301164
____,23,____-____,01,____ - 142,142,2301142
____,23,____-____,01,______ - 138,138,2301138
____,23,____-____,01,_____ - 159,159,2301159
____,23,____-____,01,____ - 139,139,2301139
____,23,____-____,01,______ - 185,185,2301185
____,23,____-____,01,_______ - 143,143,2301143
____,23,____-____,01,_____(___________) - 246,246,2301246
____,23,____-____,01,________ - 217,217,2301217
____,23,____-____,01,_______(______) - 279,279,2301279
____,23,____-____,01,______ - 222,222,2301222
____,23,____-____,01,________ - 263,263,2301263
____,23,____-____,01,______ - 184,184,2301184
____,23,____-____,01,______ - 210,210,2301210
____,23,____-____,01,______ - 278,278,2301278
____,23,____-____,01,_____ - 288,288,2301288
____,23,____-____,01,_________ - 140,140,2301140
____,23,____-____,01,_________(________ - 101,101,2301101
____,23,____-____,01,_______ - 305,305,2301305
____,23,____-____,01,______________ - 228,228,2301228
____,23,____-____,01,_________(_______ - 171,171,2301171
____,23,____-____,01,_________(________ - 250,250,2301250
____,23,____-____,01,___ - 223,223,2301223
____,23,____-____,01,_______ - 177,177,2301177
____,23,____-____,01,_______ - 145,145,2301145
____,23,____-____,01,______________ - 102,102,2301102
____,23,____-____,01,____ - 136,136,2301136
____,23,____-____,01,_____ - 277,277,2301277
____,23,____-____,01,_______ - 153,153,2301153
____,23,____-____,01,_______ - 137,137,2301137
____,23,____-____,01,_______ - 144,144,2301144
____,23,____-____,01,_________ - 183,183,2301183
____,23,____-____,01,_________ - 260,260,2301260
____,23,____-____,01,_______ - 220,220,2301220
____,23,____-____,01,_________ - 160,160,2301160
____,23,____-____,01,______ - 182,182,2301182
____,23,____-____,01,________ - 287,287,2301287
____,23,____-____,01,______ - 146,146,2301146
____,23,____-____,01,________ - 165,165,2301165
____,23,____-____,01,________(______) - 281,281,2301281
____,23,____-____,01,__________ - 161,161,2301161
____,23,____-____,01,_______ - 306,306,2301306
____,23,____-____,01,________ - 303,303,2301303
____,23,____-____,01,________ - 264,264,2301264
____,23,____-____,01,______ - 252,252,2301252
____,23,____-____,01,______ - 162,162,2301162
____,23,____-____,01,_____ - 227,227,2301227
____,23,____-____,01,__________(_______ - 247,247,2301247
____,23,____-____,01,________ - 276,276,2301276
____,23,____-____,01,________ - 156,156,2301156
____,23,____-____,01,_____ - 275,275,2301275
____,23,____-____,01,______ - 163,163,2301163
____,23,____-____,01,_______ - 158,158,2301158
____,23,____-____,01,______ - 221,221,2301221
____,23,____-____,01,__________ - 248,248,2301248
____,23,____-____,01,________ - 166,166,2301166
____,23,____-____,01,________ - 213,213,2301213
____,23,____-____,01,________ - 307,307,2301307
____,23,____-____,01,_____ - 181,181,2301181
____,23,____-____,01,__________ - 257,257,2301257
____,23,____-____,01,____ ____ - 261,261,2301261
____,23,____-____,01,_______ - 211,211,2301211
____,23,____-____,01,_______(______) - 282,282,2301282
____,23,____-____,01,_______ - 290,290,2301290
____,23,____-____,01,_______ - 207,207,2301207
____,23,____-____,01,__________ - 258,258,2301258
____,23,____-____,01,________ - 262,262,2301262
____,23,____-____,01,_____ - 226,226,2301226
____,23,____-____,01,_______ - 256,256,2301256
____,23,____-____,01,_________ - 170,170,2301170
____,23,____-____,01,____ - 283,283,2301283
____,23,____-____,01,____ - 286,286,2301286
____,23,____-____,01,_____ - 155,155,2301155
____,23,____-____,01,______________ - 179,179,2301179
____,23,____-____,01,_______ - 175,175,2301175
____,23,____-____,01,______ - 214,214,2301214
____,23,____-____,01,______ - 189,189,2301189
____,23,____-____,01,________ - 230,230,2301230
____,23,____-____,01,_________ - 251,251,2301251
____,23,____-____,01,_______ - 289,289,2301289
____,23,____-____,01,______ - 117,117,2301117
____,23,____-____,01,___ - 157,157,2301157
____,23,____-____,01,_____ - 187,187,2301187
____,23,____-____,01,____________ - 167,167,2301167
____,23,____-____,01,_________ - 172,172,2301172
____,23,____-____,01,________ - 309,309,2301309
____,23,____-____,01,______ - 255,255,2301255
____,23,____-____,01,______ - 229,229,2301229
____,23,____-____,01,________ - 301,301,2301301
____,23,____-____,01,_________ - 116,116,2301116
____,23,____-____,01,________(_________ - 218,218,2301218
____,23,____-____,01,_________ - 300,300,2301300
____,23,____-____,01,_______ - 174,174,2301174
____,23,___,02,________(___) - 194,194,2302194
____,23,___,02,________(________ - 245,245,2302245
____,23,___,02,_________ - 154,154,2302154
____,23,___,02,______ - 244,244,2302244
____,23,___,02,___(_________) - 195,195,2302195
____,23,___,02,_________(_______ - 029,029,2302029
____,23,___,02,_______ - 113,113,2302113
____,23,___,02,_____ - 112,112,2302112
____,23,___,02,_____ - 238,238,2302238
____,23,___,02,________ - 243,243,2302243
____,23,___,02,______ - 069,069,2302069
____,23,___,02,______ - 068,068,2302068
____,23,___,02,______ - 063,063,2302063
____,23,___,02,_________ - 297,297,2302297
____,23,___,02,_______ - 026,026,2302026
____,23,___,02,_________ - 067,067,2302067
____,23,___,02,_______ - 003,003,2302003
____,23,___,02,_________ - 111,111,2302111
____,23,___,02,____ - 060,060,2302060
____,23,___,02,_______ - 236,236,2302236
____,23,___,02,_________ - 035,035,2302035
____,23,___,02,________ - 104,104,2302104
____,23,___,02,_______ - 273,273,2302273
____,23,___,02,____ - 109,109,2302109
____,23,___,02,_______ - 082,082,2302082
____,23,___,02,______ - 293,293,2302293
____,23,___,02,____ - 105,105,2302105
____,23,___,02,_____(_________) - 107,107,2302107
____,23,___,02,_____(_________) - 232,232,2302232
____,23,___,02,_____(___________ - 037,037,2302037
____,23,___,02,______ - 241,241,2302241
____,23,___,02,_____________ - 114,114,2302114
____,23,___,02,______ - 268,268,2302268
____,23,___,02,________ - 064,064,2302064
____,23,___,02,_________ - 199,199,2302199
____,23,___,02,_____ - 065,065,2302065
____,23,___,02,_______ - 033,033,2302033
____,23,___,02,_______ - 311,311,2302311
____,23,___,02,_______ - 197,197,2302197
____,23,___,02,______ - 115,115,2302115
____,23,___,02,_______ - 235,235,2302235
____,23,___,02,________ - 151,151,2302151
____,23,___,02,_______ - 270,270,2302270
____,23,___,02,____ - 001,001,2302001
____,23,___,02,_______ - 274,274,2302274
____,23,___,02,________ - 198,198,2302198
____,23,___,02,_____(___) - 110,110,2302110
____,23,___,02,________ - 036,036,2302036
____,23,___,02,________ - 149,149,2302149
____,23,___,02,______ - 266,266,2302266
____,23,___,02,________ - 106,106,2302106
____,23,___,02,_______ - 292,292,2302292
____,23,___,02,________ - 242,242,2302242
____,23,___,02,___________ - 294,294,2302294
____,23,___,02,________ - 032,032,2302032
____,23,___,02,_____ - 061,061,2302061
____,23,___,02,____ - 150,150,2302150
____,23,___,02,____(___________) - 271,271,2302271
____,23,___,02,___ - 201,201,2302201
____,23,___,02,__________ - 233,233,2302233
____,23,___,02,_________ - 295,295,2302295
____,23,___,02,_______ - 265,265,2302265
____,23,___,02,_______ - 193,193,2302193
____,23,___,02,__________(___) - 108,108,2302108
____,23,___,02,_____ - 027,027,2302027
____,23,___,02,_______ - 191,191,2302191
____,23,___,02,_______ - 269,269,2302269
____,23,___,02,________ - 234,234,2302234
____,23,___,02,_____ - 147,147,2302147
____,23,___,02,__________ - 028,028,2302028
____,23,___,02,______ - 034,034,2302034
____,23,___,02,________ - 030,030,2302030
____,23,___,02,______ - 291,291,2302291
____,23,___,02,____ - 152,152,2302152
____,23,___,02,_____ - 059,059,2302059
____,23,___,02,_______ - 296,296,2302296
____,23,___,02,____ _______ - 299,299,2302299
____,23,___,02,____ _____ - 204,204,2302204
____,23,___,02,_____ - 200,200,2302200
____,23,___,02,_______ - 192,192,2302192
____,23,___,02,_________ - 203,203,2302203
____,23,___,02,___________ - 298,298,2302298
____,23,___,02,___ - 310,310,2302310
____,23,___,02,_____ - 031,031,2302031
____,23,___,02,______ - 202,202,2302202
____,23,___,02,_________ - 066,066,2302066
____,23,___,02,________ - 196,196,2302196
____,23,___,02,_________ - 231,231,2302231
____,23,___,02,_______ - 272,272,2302272
____,23,___,02,____ - 103,103,2302103
____,23,___,02,______ - 237,237,2302237
____,23,___,02,________ - 240,240,2302240
____,23,___,02,_______ - 239,239,2302239
____,23,___,02,_______ - 002,002,2302002
____,23,___,02,________ - 267,267,2302267
____,23,___,02,______ - 070,070,2302070
____,23,_____,03,_____ - 122,122,2303122
____,23,_____,03,_____ - 048,048,2303048
____,23,_____,03,________ - 085,085,2303085
____,23,_____,03,________ - 129,129,2303129
____,23,_____,03,______ - 041,041,2303041
____,23,_____,03,___ (______) - 056,056,2303056
____,23,_____,03,_____ (_____) - 023,023,2303023
____,23,_____,03,______(___________ - 055,055,2303055
____,23,_____,03,_________ - 051,051,2303051
____,23,_____,03,___ - 089,089,2303089
____,23,_____,03,______ - 017,017,2303017
____,23,_____,03,________ - 024,024,2303024
____,23,_____,03,_________ - 120,120,2303120
____,23,_____,03,_______ - 015,015,2303015
____,23,_____,03,___________ - 054,054,2303054
____,23,_____,03,_____ - 097,097,2303097
____,23,_____,03,__________ - 096,096,2303096
____,23,_____,03,________ - 092,092,2303092
____,23,_____,03,______ - 084,084,2303084
____,23,_____,03,_____ - 005,005,2303005
____,23,_____,03,________ - 148,148,2303148
____,23,_____,03,_______ - 071,071,2303071
____,23,_____,03,______ - 173,173,2303173
____,23,_____,03,________ - 011,011,2303011
____,23,_____,03,______ - 009,009,2303009
____,23,_____,03,_____ - 047,047,2303047
____,23,_____,03,_______ - 073,073,2303073
____,23,_____,03,____ - 057,057,2303057
____,23,_____,03,________ - 176,176,2303176
____,23,_____,03,________ - 080,080,2303080
____,23,_____,03,__________ - 094,094,2303094
____,23,_____,03,_____(__________) - 099,099,2303099
____,23,_____,03,________ (______) - 131,131,2303131
____,23,_____,03,_____ - 081,081,2303081
____,23,_____,03,_______ - 128,128,2303128
____,23,_____,03,__________ - 012,012,2303012
____,23,_____,03,_________ - 020,020,2303020
____,23,_____,03,______ - 016,016,2303016
____,23,_____,03,______ - 053,053,2303053
____,23,_____,03,______ - 079,079,2303079
____,23,_____,03,___ - 022,022,2303022
____,23,_____,03,___ - 127,127,2303127
____,23,_____,03,_________ - 018,018,2303018
____,23,_____,03,_______ - 125,125,2303125
____,23,_____,03,_________ - 040,040,2303040
____,23,_____,03,__________(______ - 121,121,2303121
____,23,_____,03,____ - 043,043,2303043
____,23,_____,03,_____ - 008,008,2303008
____,23,_____,03,__________ - 126,126,2303126
____,23,_____,03,______ - 014,014,2303014
____,23,_____,03,______ - 119,119,2303119
____,23,_____,03,_________ - 076,076,2303076
____,23,_____,03,_______ - 098,098,2303098
____,23,_____,03,________ - 049,049,2303049
____,23,_____,03,________ - 169,169,2303169
____,23,_____,03,__________ - 134,134,2303134
____,23,_____,03,_________ - 090,090,2303090
____,23,_____,03,_______ - 007,007,2303007
____,23,_____,03,____(_____ ____) - 091,091,2303091
____,23,_____,03,________ (____) - 006,006,2303006
____,23,_____,03,________(_________ - 086,086,2303086
____,23,_____,03,_______ - 010,010,2303010
____,23,_____,03,______ - 045,045,2303045
____,23,_____,03,_________ - 093,093,2303093
____,23,_____,03,________ - 088,088,2303088
____,23,_____,03,________ - 019,019,2303019
____,23,_____,03,_______ - 124,124,2303124
____,23,_____,03,_______ - 133,133,2303133
____,23,_____,03,_________ - 050,050,2303050
____,23,_____,03,____ - 039,039,2303039
____,23,_____,03,_____ - 123,123,2303123
____,23,_____,03,_______ - 021,021,2303021
____,23,_____,03,____ ____ - 058,058,2303058
____,23,_____,03,_________ - 078,078,2303078
____,23,_____,03,_______ - 083,083,2303083
____,23,_____,03,______ - 072,072,2303072
____,23,_____,03,____ ____ - 042,042,2303042
____,23,_____,03,__________ - 077,077,2303077
____,23,_____,03,______ - 132,132,2303132
____,23,_____,03,________ - 087,087,2303087
____,23,_____,03,__________ - 052,052,2303052
____,23,_____,03,________ - 013,013,2303013
____,23,_____,03,_______ - 075,075,2303075
____,23,_____,03,_____ - 044,044,2303044
____,23,_____,03,________ - 004,004,2303004
____,23,_____,03,________ - 130,130,2303130
____,23,_____,03,______ - 095,095,2303095
____,23,_____,03,__________ - 038,038,2303038
____,23,_____,03,________ - 046,046,2303046
____,23,_____,03,_________(________ - 074,074,2303074
____,23,_____,03,_____ - 025,025,2303025
____,23,_____,03,______ - 135,135,2303135
______,24,______,01,____ - 051,051,2401051
______,24,______,01,______ - 028,028,2401028
______,24,______,01,_____ - 002,002,2401002
______,24,______,01,_______ - 055,055,2401055
______,24,______,01,______ - 011,011,2401011
______,24,______,01,____ - 013,013,2401013
______,24,______,01,______ - 003,003,2401003
______,24,______,01,___ - 044,044,2401044
______,24,______,01,__ - 040,040,2401040
______,24,______,01,____ - 022,022,2401022
______,24,______,01,____ - 050,050,2401050
______,24,______,01,_____ - 057,057,2401057
______,24,______,01,______ - 065,065,2401065
______,24,______,01,___________ - 061,061,2401061
______,24,______,01,_____ - 025,025,2401025
______,24,______,01,_________ - 015,015,2401015
______,24,______,01,_______ - 014,014,2401014
______,24,______,01,______ - 049,049,2401049
______,24,______,01,______ - 024,024,2401024
______,24,______,01,_____________ - 054,054,2401054
______,24,______,01,____ - 043,043,2401043
______,24,______,01,_____ - 059,059,2401059
______,24,______,01,______ - 023,023,2401023
______,24,______,01,______ - 010,010,2401010
______,24,______,01,________ - 021,021,2401021
______,24,______,01,______ - 036,036,2401036
______,24,______,01,____ - 068,068,2401068
______,24,______,01,________ - 018,018,2401018
______,24,______,01,______ - 045,045,2401045
______,24,______,01,_______ - 032,032,2401032
______,24,______,01,______ - 060,060,2401060
______,24,______,01,____ - 012,012,2401012
______,24,______,01,____ - 063,063,2401063
______,24,______,01,_______ - 052,052,2401052
______,24,______,01,_____ - 005,005,2401005
______,24,______,01,____ - 007,007,2401007
______,24,______,01,_____ - 047,047,2401047
______,24,______,01,______ - 009,009,2401009
______,24,______,01,______ - 058,058,2401058
______,24,______,01,_______ - 067,067,2401067
______,24,______,01,____ - 031,031,2401031
______,24,______,01,_______ - 062,062,2401062
______,24,______,01,__________ - 056,056,2401056
______,24,______,01,______ - 041,041,2401041
______,24,______,01,_____ - 064,064,2401064
______,24,______,01,_____ - 053,053,2401053
______,24,______,01,______ - 020,020,2401020
______,24,______,01,______ - 066,066,2401066
______,24,______,01,________ - 026,026,2401026
______,24,______,01,_______ - 069,069,2401069
______,24,______,01,___ - 030,030,2401030
______,24,______,01,_____(____) - 038,038,2401038
______,24,______,01,_______ - 019,019,2401019
______,24,______,01,____ - 027,027,2401027
______,24,______,01,_____ - 042,042,2401042
______,24,______,01,____ - 008,008,2401008
______,24,______,01,___ - 004,004,2401004
______,24,______,01,_____ - 048,048,2401048
______,24,______,01,_____ - 006,006,2401006
______,24,______,01,_____ - 046,046,2401046
______,24,______,01,______ - 029,029,2401029
______,24,______,01,________(____) - 039,039,2401039
______,24,_______,02,_______ - 063,063,2402063
______,24,_______,02,_____ - 040,040,2402040
______,24,_______,02,__ - 057,057,2402057
______,24,_______,02,___ - 012,012,2402012
______,24,_______,02,____ - 007,007,2402007
______,24,_______,02,______ - 024,024,2402024
______,24,_______,02,____ - 053,053,2402053
______,24,_______,02,___ - 052,052,2402052
______,24,_______,02,____ - 067,067,2402067
______,24,_______,02,_____ - 035,035,2402035
______,24,_______,02,_____ - 031,031,2402031
______,24,_______,02,_____ - 068,068,2402068
______,24,_______,02,___________ - 069,069,2402069
______,24,_______,02,______ - 003,003,2402003
______,24,_______,02,_____ - 048,048,2402048
______,24,_______,02,____ _____ - 073,073,2402073
______,24,_______,02,_____ - 064,064,2402064
______,24,_______,02,________ - 009,009,2402009
______,24,_______,02,______ - 054,054,2402054
______,24,_______,02,_______ - 017,017,2402017
______,24,_______,02,______ - 066,066,2402066
______,24,_______,02,_____ - 072,072,2402072
______,24,_______,02,______ - 071,071,2402071
______,24,_______,02,____ - 016,016,2402016
______,24,_______,02,____ - 030,030,2402030
______,24,_______,02,______ - 036,036,2402036
______,24,_______,02,_____ - 060,060,2402060
______,24,_______,02,_____ - 008,008,2402008
______,24,_______,02,_____ - 019,019,2402019
______,24,_______,02,____ - 044,044,2402044
______,24,_______,02,_______ - 041,041,2402041
______,24,_______,02,_____ - 056,056,2402056
______,24,_______,02,_____ - 025,025,2402025
______,24,_______,02,_____ - 026,026,2402026
______,24,_______,02,____ - 018,018,2402018
______,24,_______,02,______ - 023,023,2402023
______,24,_______,02,_____ - 050,050,2402050
______,24,_______,02,____ - 070,070,2402070
______,24,_______,02,_____ - 020,020,2402020
______,24,_______,02,______ - 022,022,2402022
______,24,_______,02,_____ (___) - 074,074,2402074
______,24,_______,02,______ - 005,005,2402005
______,24,_______,02,______ - 046,046,2402046
______,24,_______,02,_____ - 043,043,2402043
______,24,_______,02,______ - 058,058,2402058
______,24,_______,02,____ - 001,001,2402001
______,24,_______,02,_____ - 042,042,2402042
______,24,_______,02,____ - 002,002,2402002
______,24,_______,02,____ - 047,047,2402047
______,24,_______,02,_____ - 049,049,2402049
______,24,_______,02,_____ - 059,059,2402059
______,24,_______,02,_____ - 004,004,2402004
______,24,_______,02,_____ - 075,075,2402075
______,24,_______,02,_______ - 021,021,2402021
______,24,_______,02,________ - 037,037,2402037
______,24,_______,02,________ - 039,039,2402039
______,24,_______,02,_______ - 010,010,2402010
______,24,_______,02,_____ - 061,061,2402061
______,24,_______,02,_____ - 028,028,2402028
______,24,_______,02,______ - 014,014,2402014
______,24,_______,02,____ - 006,006,2402006
______,24,_______,02,_____ - 027,027,2402027
______,24,_______,02,______ - 013,013,2402013
______,24,_______,02,_______ - 034,034,2402034
______,24,_______,02,____ - 062,062,2402062
______,24,_______,02,_________ - 065,065,2402065
______,24,_______,02,_____ - 038,038,2402038
______,24,_______,02,_______ - 055,055,2402055
______,24,_______,02,_____ - 015,015,2402015
______,24,_______,02,_______ - 029,029,2402029
______,24,_______,02,________ (___) - 011,011,2402011
______,24,_______,02,________ - 051,051,2402051
______,24,______,03,______ - 017,017,2403017
______,24,______,03,_____ - 025,025,2403025
______,24,______,03,______ - 034,034,2403034
______,24,______,03,______ - 027,027,2403027
______,24,______,03,_______ - 048,048,2403048
______,24,______,03,________ - 003,003,2403003
______,24,______,03,_____ ___________ - 053,053,2403053
______,24,______,03,_____ ______ _. - 054,054,2403054
______,24,______,03,____ - 011,011,2403011
______,24,______,03,_____ - 019,019,2403019
______,24,______,03,_____ - 042,042,2403042
______,24,______,03,______ - 033,033,2403033
______,24,______,03,_____ - 046,046,2403046
______,24,______,03,____ - 028,028,2403028
______,24,______,03,_____ - 001,001,2403001
______,24,______,03,______ - 020,020,2403020
______,24,______,03,______ - 032,032,2403032
______,24,______,03,________ - 052,052,2403052
______,24,______,03,_______ - 007,007,2403007
______,24,______,03,_____ - 018,018,2403018
______,24,______,03,___ - 014,014,2403014
______,24,______,03,______ - 010,010,2403010
______,24,______,03,______ - 057,057,2403057
______,24,______,03,______ _____ - 050,050,2403050
______,24,______,03,____ - 039,039,2403039
______,24,______,03,_______ - 031,031,2403031
______,24,______,03,_____ - 037,037,2403037
______,24,______,03,_____ - 059,059,2403059
______,24,______,03,______ - 022,022,2403022
______,24,______,03,_____ - 058,058,2403058
______,24,______,03,_____ - 035,035,2403035
______,24,______,03,______ - 044,044,2403044
______,24,______,03,_____ - 021,021,2403021
______,24,______,03,______ - 026,026,2403026
______,24,______,03,_______ - 047,047,2403047
______,24,______,03,____ - 045,045,2403045
______,24,______,03,_____ - 013,013,2403013
______,24,______,03,_______ - 004,004,2403004
______,24,______,03,_______ - 008,008,2403008
______,24,______,03,_____ - 051,051,2403051
______,24,______,03,________ - 060,060,2403060
______,24,______,03,____ - 038,038,2403038
______,24,______,03,_____ - 009,009,2403009
______,24,______,03,_____ - 041,041,2403041
______,24,______,03,________ - 012,012,2403012
______,24,______,03,____ - 040,040,2403040
______,24,______,03,_____ _____ - 043,043,2403043
______,24,______,03,_______ - 016,016,2403016
______,24,______,03,____ - 024,024,2403024
______,24,______,03,______ - 006,006,2403006
______,24,______,03,_____ - 005,005,2403005
______,24,______,03,_______ - 023,023,2403023
______,24,______,03,_____ - 055,055,2403055
______,24,______,03,_____ - 036,036,2403036
______,24,______,03,______ - 049,049,2403049
______,24,______,03,____ - 029,029,2403029
______,24,______,03,_______ - 030,030,2403030
______,24,______,03,_________ - 056,056,2403056
______,24,______,03,_____ - 002,002,2403002
______,24,______,03,_______ - 015,015,2403015
______,24,_____,04,_____ - 052,052,2404052
______,24,_____,04,_____ - 046,046,2404046
______,24,_____,04,_____ - 041,041,2404041
______,24,_____,04,______ - 024,024,2404024
______,24,_____,04,_____ - 019,019,2404019
______,24,_____,04,______ - 021,021,2404021
______,24,_____,04,____ - 054,054,2404054
______,24,_____,04,_______ - 044,044,2404044
______,24,_____,04,_______ - 048,048,2404048
______,24,_____,04,______ - 004,004,2404004
______,24,_____,04,______ - 031,031,2404031
______,24,_____,04,____ - 026,026,2404026
______,24,_____,04,_____ - 012,012,2404012
______,24,_____,04,______ - 032,032,2404032
______,24,_____,04,_____ - 051,051,2404051
______,24,_____,04,_____ - 035,035,2404035
______,24,_____,04,___ - 062,062,2404062
______,24,_____,04,______ - 068,068,2404068
______,24,_____,04,_____ - 055,055,2404055
______,24,_____,04,___ - 061,061,2404061
______,24,_____,04,____ - 015,015,2404015
______,24,_____,04,_____ - 088,088,2404088
______,24,_____,04,______ - 002,002,2404002
______,24,_____,04,______ - 003,003,2404003
______,24,_____,04,___ - 069,069,2404069
______,24,_____,04,_____ - 006,006,2404006
______,24,_____,04,________ - 070,070,2404070
______,24,_____,04,______ - 057,057,2404057
______,24,_____,04,________ - 039,039,2404039
______,24,_____,04,____ - 025,025,2404025
______,24,_____,04,_____ - 017,017,2404017
______,24,_____,04,_____ - 029,029,2404029
______,24,_____,04,______ - 007,007,2404007
______,24,_____,04,________ - 040,040,2404040
______,24,_____,04,_____ - 030,030,2404030
______,24,_____,04,______ - 060,060,2404060
______,24,_____,04,_______ - 027,027,2404027
______,24,_____,04,________ - 043,043,2404043
______,24,_____,04,________ - 008,008,2404008
______,24,_____,04,_______ - 005,005,2404005
______,24,_____,04,______ - 037,037,2404037
______,24,_____,04,______ - 038,038,2404038
______,24,_____,04,________ - 058,058,2404058
______,24,_____,04,_____ ___ - 049,049,2404049
______,24,_____,04,________ - 023,023,2404023
______,24,_____,04,_______ - 009,009,2404009
______,24,_____,04,_________ - 042,042,2404042
______,24,_____,04,_________ - 018,018,2404018
______,24,_____,04,_____ - 053,053,2404053
______,24,_____,04,_______ - 020,020,2404020
______,24,_____,04,____________ - 010,010,2404010
______,24,_____,04,____________ - 011,011,2404011
______,24,_____,04,_____ - 036,036,2404036
______,24,_____,04,_______ - 050,050,2404050
______,24,_____,04,______ - 014,014,2404014
______,24,_____,04,_______ - 016,016,2404016
______,24,_____,04,______ - 034,034,2404034
______,24,_____,04,______ - 045,045,2404045
______,24,_____,04,_______ - 013,013,2404013
______,24,_____,04,_____ - 001,001,2404001
______,24,_____,04,_______ - 033,033,2404033
______,24,_____,04,_______ - 028,028,2404028
______,24,_____,04,______ - 047,047,2404047
______,24,_____,04,______ - 056,056,2404056
______,24,_____,04,______ - 022,022,2404022
______,24,_____,04,_____ - 059,059,2404059
______,24,______,05,______ - 086,086,2405086
______,24,______,05,________ - 072,072,2405072
______,24,______,05,________ - 052,052,2405052
______,24,______,05,_______ - 063,063,2405063
______,24,______,05,____ - 008,008,2405008
______,24,______,05,____ - 025,025,2405025
______,24,______,05,_____ - 028,028,2405028
______,24,______,05,_________ - 023,023,2405023
______,24,______,05,____ - 083,083,2405083
______,24,______,05,______ - 070,070,2405070
______,24,______,05,______ - 019,019,2405019
______,24,______,05,________ - 013,013,2405013
______,24,______,05,______ - 077,077,2405077
______,24,______,05,_______ - 011,011,2405011
______,24,______,05,_____ - 034,034,2405034
______,24,______,05,________ - 045,045,2405045
______,24,______,05,________ - 017,017,2405017
______,24,______,05,_______ - 091,091,2405091
______,24,______,05,____ ____ - 032,032,2405032
______,24,______,05,______ - 076,076,2405076
______,24,______,05,______ - 067,067,2405067
______,24,______,05,________ - 009,009,2405009
______,24,______,05,____ - 030,030,2405030
______,24,______,05,________ - 080,080,2405080
______,24,______,05,______ - 089,089,2405089
______,24,______,05,______ - 054,054,2405054
______,24,______,05,______ - 064,064,2405064
______,24,______,05,________ - 035,035,2405035
______,24,______,05,______ - 079,079,2405079
______,24,______,05,____ - 006,006,2405006
______,24,______,05,_______ - 002,002,2405002
______,24,______,05,________ - 050,050,2405050
______,24,______,05,_______ - 047,047,2405047
______,24,______,05,_____ - 092,092,2405092
______,24,______,05,______ - 082,082,2405082
______,24,______,05,_______ - 048,048,2405048
______,24,______,05,___ - 068,068,2405068
______,24,______,05,___ - 022,022,2405022
______,24,______,05,________ - 042,042,2405042
______,24,______,05,_______ - 055,055,2405055
______,24,______,05,____ _____ - 040,040,2405040
______,24,______,05,_____ - 020,020,2405020
______,24,______,05,_______ - 012,012,2405012
______,24,______,05,______ - 069,069,2405069
______,24,______,05,_____ - 056,056,2405056
______,24,______,05,______ - 066,066,2405066
______,24,______,05,____ ____ - 026,026,2405026
______,24,______,05,____ _____ - 004,004,2405004
______,24,______,05,_______ - 095,095,2405095
______,24,______,05,_____ - 094,094,2405094
______,24,______,05,_________ - 021,021,2405021
______,24,______,05,________ - 005,005,2405005
______,24,______,05,_______ - 078,078,2405078
______,24,______,05,______ - 084,084,2405084
______,24,______,05,______ - 010,010,2405010
______,24,______,05,______(__) - 088,088,2405088
______,24,______,05,_______ - 071,071,2405071
______,24,______,05,_______ - 065,065,2405065
______,24,______,05,_____ - 014,014,2405014
______,24,______,05,_____ - 058,058,2405058
______,24,______,05,______ - 051,051,2405051
______,24,______,05,_________ - 081,081,2405081
______,24,______,05,_________ - 059,059,2405059
______,24,______,05,____ ____ - 036,036,2405036
______,24,______,05,____ _____ - 015,015,2405015
______,24,______,05,________ - 093,093,2405093
______,24,______,05,______ - 046,046,2405046
______,24,______,05,______ - 003,003,2405003
______,24,______,05,_______ - 085,085,2405085
______,24,______,05,______ - 001,001,2405001
______,24,______,05,_________ - 038,038,2405038
______,24,______,05,______ - 074,074,2405074
______,24,______,05,________ - 087,087,2405087
______,24,______,05,________ - 018,018,2405018
______,24,______,05,______ - 075,075,2405075
______,24,______,05,_________ - 024,024,2405024
______,24,______,05,_____ - 060,060,2405060
______,24,______,05,______ - 039,039,2405039
______,24,______,05,_____ - 073,073,2405073
______,24,______,05,________ - 043,043,2405043
______,24,______,05,____ - 031,031,2405031
______,24,______,05,_________ - 062,062,2405062
______,24,______,05,_________ - 044,044,2405044
______,24,______,05,_______ - 041,041,2405041
