District,District Code,Taluka,Taluka Code,Village,Village Code,DTV Code
____________,08,______,10,____ - 036,036,0810036
____________,08,______,10,_____ - 021,021,0810021
____________,08,______,10,______ - 024,024,0810024
____________,08,______,10,________ - 004,004,0810004
____________,08,______,10,_____ - 057,057,0810057
____________,08,______,10,_______ - 038,038,0810038
____________,08,______,10,______ - 043,043,0810043
____________,08,______,10,__________ - 011,011,0810011
____________,08,______,10,______ - 017,017,0810017
____________,08,______,10,______ - 009,009,0810009
____________,08,______,10,______ - 012,012,0810012
____________,08,______,10,______ - 019,019,0810019
____________,08,______,10,____ ______ - 028,028,0810028
____________,08,______,10,____ _____ - 002,002,0810002
____________,08,______,10,______ - 022,022,0810022
____________,08,______,10,_____ - 013,013,0810013
____________,08,______,10,_______ - 044,044,0810044
____________,08,______,10,______ - 055,055,0810055
____________,08,______,10,_______ - 007,007,0810007
____________,08,______,10,____ - 042,042,0810042
____________,08,______,10,______ - 049,049,0810049
____________,08,______,10,_____ - 056,056,0810056
____________,08,______,10,______ - 052,052,0810052
____________,08,______,10,_______ - 005,005,0810005
____________,08,______,10,____ - 014,014,0810014
____________,08,______,10,_______ - 034,034,0810034
____________,08,______,10,_____ - 058,058,0810058
____________,08,______,10,______ - 059,059,0810059
____________,08,______,10,________ - 010,010,0810010
____________,08,______,10,____ ______ - 029,029,0810029
____________,08,______,10,____ _____ - 001,001,0810001
____________,08,______,10,____ - 025,025,0810025
____________,08,______,10,______ - 006,006,0810006
____________,08,______,10,________ - 020,020,0810020
____________,08,______,10,_____ - 033,033,0810033
____________,08,______,10,______ - 008,008,0810008
____________,08,______,10,_________ - 015,015,0810015
____________,08,______,10,______ - 054,054,0810054
____________,08,______,10,_____ - 050,050,0810050
____________,08,______,10,______ - 016,016,0810016
____________,08,______,10,____ - 032,032,0810032
____________,08,______,10,____ - 048,048,0810048
____________,08,_____,11,_____ - 010,010,0811010
____________,08,_____,11,______ - 009,009,0811009
____________,08,_____,11,______(___) - 022,022,0811022
____________,08,_____,11,_____ - 001,001,0811001
____________,08,_____,11,_____ - 007,007,0811007
____________,08,_____,11,_______ - 042,042,0811042
____________,08,_____,11,_________ - 016,016,0811016
____________,08,_____,11,_________ - 017,017,0811017
____________,08,_____,11,___________ - 043,043,0811043
____________,08,_____,11,_______ - 018,018,0811018
____________,08,_____,11,______ - 003,003,0811003
____________,08,_____,11,_____ - 114,114,0811114
____________,08,_____,11,______ (___) - 013,013,0811013
____________,08,_____,11,_______ - 020,020,0811020
____________,08,_____,11,______ - 046,046,0811046
____________,08,_____,11,______(___) - 006,006,0811006
____________,08,_____,11,______ - 005,005,0811005
____________,08,_____,11,______ - 012,012,0811012
____________,08,_____,11,_______(___) - 019,019,0811019
____________,08,_____,11,______(___) - 023,023,0811023
____________,08,_____,11,_______ - 015,015,0811015
____________,08,_____,11,________ - 021,021,0811021
____________,08,_____,11,________ - 002,002,0811002
____________,08,_____,11,______ (_____) - 044,044,0811044
____________,08,_____,11,_______ - 004,004,0811004
____________,08,_____,11,_____ - 024,024,0811024
____________,08,_____,11,_______ - 011,011,0811011
____________,08,_____,11,_____ - 008,008,0811008
____________,08,_____,11,______ - 014,014,0811014
____________,08,____________ ____,12,______ - 001,001,0812001
____________,08,____________ ____,12,_____ - 002,002,0812002
______,09,_____,05,_______ - 021,021,0905021
______,09,_____,05,______ - 060,060,0905060
______,09,_____,05,______ ____ - 057,057,0905057
______,09,_____,05,________ - 061,061,0905061
______,09,_____,05,_____ - 020,020,0905020
______,09,_____,05,______ - 051,051,0905051
______,09,_____,05,______ - 007,007,0905007
______,09,_____,05,_______ - 052,052,0905052
______,09,_____,05,______ - 054,054,0905054
______,09,_____,05,_____ ____ - 008,008,0905008
______,09,_____,05,_____ - 013,013,0905013
______,09,_____,05,_______ ____ - 018,018,0905018
______,09,_____,05,_______ ____ - 044,044,0905044
______,09,_____,05,_____ - 029,029,0905029
______,09,_____,05,________ - 006,006,0905006
______,09,_____,05,____ - 022,022,0905022
______,09,_____,05,________ - 011,011,0905011
______,09,_____,05,____ ___ - 025,025,0905025
______,09,_____,05,____ ____ - 017,017,0905017
______,09,_____,05,____ ____ - 026,026,0905026
______,09,_____,05,______ ____ - 043,043,0905043
______,09,_____,05,______ - 004,004,0905004
______,09,_____,05,_____ _____ - 015,015,0905015
______,09,_____,05,_______ - 032,032,0905032
______,09,_____,05,_______ - 037,037,0905037
______,09,_____,05,_______ - 055,055,0905055
______,09,_____,05,_____ - 040,040,0905040
______,09,_____,05,________ - 005,005,0905005
______,09,_____,05,________ - 012,012,0905012
______,09,_____,05,________ (___) - 009,009,0905009
______,09,_____,05,________ ___ - 046,046,0905046
______,09,_____,05,_____ ______ - 049,049,0905049
______,09,_____,05,______ ___ - 031,031,0905031
______,09,_____,05,______ - 053,053,0905053
______,09,_____,05,_______ - 058,058,0905058
______,09,_____,05,______ - 039,039,0905039
______,09,_____,05,_____ - 062,062,0905062
______,09,_____,05,_____ - 027,027,0905027
______,09,_____,05,____ - 038,038,0905038
______,09,_____,05,________ - 024,024,0905024
______,09,_____,05,______ - 035,035,0905035
______,09,_____,05,______ - 023,023,0905023
______,09,_____,05,_____ - 041,041,0905041
______,09,_____,05,_______ - 014,014,0905014
______,09,_____,05,____ - 050,050,0905050
______,09,_____,05,_____ ____ - 034,034,0905034
______,09,_____,05,_____ ____ - 036,036,0905036
______,09,_____,05,______ - 047,047,0905047
______,09,_____,05,____ ____ - 033,033,0905033
______,09,_____,05,_____ - 019,019,0905019
______,09,_____,05,______ - 028,028,0905028
______,09,_____,05,_______ ____ - 048,048,0905048
______,09,_____,05,_____ - 042,042,0905042
______,09,_____,05,_____ - 059,059,0905059
______,09,_____,05,__________ - 045,045,0905045
______,09,_____,05,_______ - 016,016,0905016
______,09,_____,05,_____ - 010,010,0905010
______,09,_____,05,____ - 056,056,0905056
______,09,______,06,_______ - 068,068,0906068
______,09,______,06,_____ - 041,041,0906041
______,09,______,06,______ - 034,034,0906034
